regret,regret_ref,regret_amine,regret_oxy,regret_clc
273.07191809338303,273.07191809338303,85.7600059493943,49.659893690680555,0.0
117.50236425650417,117.50236425650417,4.596959238922182,11.5812456809806,0.0
249.05173675706772,249.05173675706772,68.21396850275762,39.622709361684144,0.0
59.06225166337882,59.06225166337882,37.548112388206846,0.0,5.963390811576204
72.49790134038903,72.49790134038903,52.73362327974178,5.545087577372783,0.0
0.0,0.0,70.12588574325805,55.531797798893365,3.949939221504536
192.9737309929484,192.9737309929484,147.34368394721218,59.714141068694175,0.0
145.20097122179013,145.20097122179013,35.60963307726769,0.0,10.467486225597213
75.60872389675777,75.60872389675777,37.41338792917662,8.171685587362582,0.0
44.41728396679116,44.41728396679116,48.00958828895625,9.13871695549608,0.0
90.90875299087284,90.90875299087284,46.38730795215295,32.57504250562769,0.0
251.42516348442382,251.42516348442382,56.13837643374097,55.64540947843102,0.0
98.05796460383453,98.05796460383453,84.74690695813536,39.74336852686611,0.0
343.6593412945891,343.6593412945891,118.73946017675121,38.70589781573858,0.0
98.38515422133784,98.38515422133784,61.132205694779344,11.774744425434761,0.0
132.17144884929496,132.17144884929496,18.118941133416115,3.912202327697628,0.0
0.0,0.0,80.74866774876432,92.35066330203631,10.964068999509891
0.0,0.0,78.54689577357414,58.307130712034905,47.84559911463003
0.0,0.0,15.604150041245315,14.576239018954883,10.313613003744049
162.1704952137552,162.1704952137552,26.926231938780347,62.4135169642974,0.0
158.77359018240873,158.77359018240873,10.950223065631462,49.14389108209252,0.0
165.9455540302389,165.9455540302389,69.35158945558851,30.91339195356261,0.0
295.7252005965316,295.7252005965316,22.211989981964507,31.589578458126198,0.0
0.0,0.0,24.82891123895756,44.54820975667775,11.931806848560399
159.00056441737925,159.00056441737925,15.804456345801555,23.537584204457062,0.0
169.5876197569786,169.5876197569786,29.408449717256303,29.296158157078253,0.0
154.17696266713534,154.17696266713534,57.717907648963774,45.48459636980863,0.0
0.0,0.0,163.06954010070024,150.7628564820244,128.1139748242732
186.1592836821991,186.1592836821991,22.13384364302226,21.60909251587543,0.0
0.0,0.0,28.785695253565393,22.72391648891528,9.758576265410397
0.0,0.0,63.249637540160506,69.92436709307287,59.10205609333423
263.7694259910087,263.7694259910087,47.15283369637589,46.63020028120971,0.0
260.2636671600883,260.2636671600883,41.595828525156776,53.23741085928776,0.0
78.87276993820038,78.87276993820038,54.80347778324119,36.800215376419715,0.0
0.0,0.0,86.16631395953897,55.17569047829079,28.831491270144397
195.18895570656628,195.18895570656628,83.89286035123286,30.846041405050926,0.0
227.28840404150407,227.28840404150407,48.751903624909346,27.264357050513013,0.0
0.0,0.0,55.002191684729105,29.06650854997867,37.410073491492845
0.0,0.0,162.25163637020069,114.85299648037244,40.15330993688326
126.12952268890155,126.12952268890155,48.320384889020204,43.57600107527816,0.0
187.27007570126125,187.27007570126125,74.11333793993703,7.4052469315791285,0.0
154.522579798798,154.522579798798,34.17741064998961,4.180563280569345,0.0
0.0,0.0,87.06935921159345,69.94417282728216,41.57567899526396
44.22483587880015,44.22483587880015,7.7300810614758575,8.236782822215673,0.0
166.57507990576715,166.57507990576715,33.49088045538298,14.522385608641343,0.0
140.91650678084739,140.91650678084739,60.8891300289356,22.206330978001006,0.0
54.2748879011217,54.2748879011217,17.067664127510625,10.351657580940355,0.0
246.6612087053586,246.6612087053586,124.1957217259179,51.60410734210427,0.0
127.49515930069015,127.49515930069015,30.743052763013566,19.777273152305042,0.0
44.40169562705188,44.40169562705188,93.16218447447847,50.396139035696365,0.0
0.0,0.0,107.72922827604214,90.94969095265435,70.10964881999416
76.31006925742786,76.31006925742786,43.03351251895758,16.192922596359992,0.0
0.0,0.0,38.81750610712254,48.801883555244444,25.937140026633756
93.84459638683052,93.84459638683052,61.51678992052052,35.54054185234145,0.0
65.23473303466966,65.23473303466966,78.85295091235201,30.0575565408912,0.0
109.85888727867822,109.85888727867822,32.73825822220806,19.463065786884272,0.0
149.93796031886484,149.93796031886484,34.94010118972483,16.90742262114088,0.0
0.0,0.0,173.6598486812277,171.22977230691686,135.7083399871949
94.09243155096013,94.09243155096013,10.996363619998164,8.146343414559041,0.0
0.0,0.0,152.6170953178107,116.22434903687554,71.33713981677647
112.57563935297676,112.57563935297676,72.0789305064946,47.91007648587754,0.0
215.75322916975398,215.75322916975398,46.459795022476726,31.531644470469303,0.0
125.66984188809062,125.66984188809062,17.497517682529633,16.420776638573898,0.0
96.35452885652444,96.35452885652444,15.610162619177459,13.882511357557235,0.0
0.0,0.0,77.1106093985365,49.99268174759624,25.132502734497677
29.039175741474068,29.039175741474068,47.95977408428058,14.589587734214618,0.0
0.0,0.0,175.85107491445615,153.4896079955825,104.03842320113425
233.949219977962,233.949219977962,36.716919776142504,20.48704645188036,0.0
0.0,0.0,94.68719987267718,66.79838467361702,51.76372575478399
506.7771055276005,506.7771055276005,66.24427570181734,29.938225480111207,0.0
19.775250744847682,19.775250744847682,35.436310983961874,10.416547497295397,0.0
131.0305183023871,131.0305183023871,24.723093085914996,9.124052180792432,0.0
0.0,0.0,183.87082356879728,182.48905759707964,151.81267581398174
0.0,0.0,69.96937134080054,63.00730152798994,27.843325807520955
